ticket_id,created_at,customer_name,customer_segment,plan_type,arr_band,priority,status,channel,subject,description,product_area,sentiment,csat_score,first_response_hours,resolution_hours,bot_solvable_label
TCK-1091,2026-05-07,Cobalt Labs,Startup,Starter,<$25K,Medium,Closed,Slack Connect,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The founder is asking whether there is a workaround. Account: Cobalt Labs.,Billing,Positive,4,7.4,54.5,bot_solvable
TCK-1092,2026-03-24,Acme Finance,Enterprise,Enterprise,$500K+,Critical,Escalated,Email,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The account team says this is visible to executive stakeholders. Account: Acme Finance.,Core Platform,Negative,2,7.8,77.4,product_bug
TCK-1093,2026-04-29,Summit Legal,Mid-Market,Pro,$50K-$100K,Medium,Open,Slack Connect,Workflow rule triggered the wrong approval path,A workflow automation sent an enterprise approval to the wrong team. The trigger conditions are hard to audit. The customer says the issue is slowing a planned rollout. Account: Summit Legal.,Automation,Positive,5,3.4,67.4,human_required
TCK-1094,2026-05-21,Northstar Analytics,Enterprise,Enterprise,$500K+,Critical,Closed,Email,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The account team says this is visible to executive stakeholders. Account: Northstar Analytics.,Core Platform,Negative,2,8.0,49.7,product_bug
TCK-1095,2026-03-03,Summit Legal,Mid-Market,Pro,$50K-$100K,Low,Open,Chat,SSO login fails for new admin role,A newly added admin cannot log in through SSO. The role mapping and permissions are unclear in the setup guide. The customer says the issue is slowing a planned rollout. Account: Summit Legal.,Security,Positive,5,0.3,35.8,bot_solvable
TCK-1096,2026-01-31,Acme Finance,Enterprise,Enterprise,$500K+,Medium,Closed,Portal,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The account team says this is visible to executive stakeholders. Account: Acme Finance.,Integrations,Positive,4,8.4,34.3,human_required
TCK-1097,2026-05-01,Nimbus Retail,SMB,Pro,$25K-$50K,High,Closed,Chat,Workflow rule triggered the wrong approval path,A workflow automation sent an enterprise approval to the wrong team. The trigger conditions are hard to audit. The admin needs a fast answer because they do not have dedicated ops support. Account: Nimbus Retail.,Automation,Negative,2,3.6,81.2,human_required
TCK-1098,2026-04-17,Acme Finance,Enterprise,Enterprise,$500K+,High,Escalated,Portal,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The account team says this is visible to executive stakeholders. Account: Acme Finance.,Core Platform,Negative,2,7.4,32.6,product_bug
TCK-1099,2026-05-06,Finchly,SMB,Starter,<$25K,Critical,Closed,Slack Connect,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The admin needs a fast answer because they do not have dedicated ops support. Account: Finchly.,Integrations,Negative,2,3.2,50.5,human_required
TCK-1100,2026-02-18,Atlas Security,Enterprise,Enterprise,$500K+,Medium,Closed,Portal,Request for custom approval templates,Customer asks for reusable workflow templates by department and says this is blocking broader rollout. The account team says this is visible to executive stakeholders. Account: Atlas Security.,Product,Neutral,3,7.7,43.4,feature_request
TCK-1101,2026-04-08,HarborCloud,Enterprise,Enterprise,$250K-$500K,High,Escalated,Portal,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The account team says this is visible to executive stakeholders. Account: HarborCloud.,Integrations,Negative,2,4.6,9.6,human_required
TCK-1102,2026-04-23,Acme Finance,Enterprise,Enterprise,$500K+,High,Closed,Chat,Workflow rule triggered the wrong approval path,A workflow automation sent an enterprise approval to the wrong team. The trigger conditions are hard to audit. The account team says this is visible to executive stakeholders. Account: Acme Finance.,Automation,Neutral,3,0.3,14.1,human_required
TCK-1103,2026-03-09,Acme Finance,Enterprise,Enterprise,$500K+,High,Closed,Slack Connect,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The account team says this is visible to executive stakeholders. Account: Acme Finance.,Integrations,Neutral,3,5.9,77.7,human_required
TCK-1104,2026-05-05,Cobalt Labs,Startup,Starter,<$25K,Low,Open,Portal,SSO login fails for new admin role,A newly added admin cannot log in through SSO. The role mapping and permissions are unclear in the setup guide. The founder is asking whether there is a workaround. Account: Cobalt Labs.,Security,Neutral,3,2.3,60.4,bot_solvable
TCK-1105,2026-04-22,LumaHR,Mid-Market,Pro,$50K-$100K,Medium,Closed,Email,Setup documentation is confusing for first workspace,Customer says the onboarding guide skips required setup steps and does not explain the workspace approval flow. The customer says the issue is slowing a planned rollout. Account: LumaHR.,Onboarding,Negative,2,4.1,63.0,bot_solvable
TCK-1106,2026-01-15,Northstar Analytics,Enterprise,Enterprise,$500K+,High,In Progress,Chat,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The account team says this is visible to executive stakeholders. Account: Northstar Analytics.,Core Platform,Neutral,3,1.5,47.1,product_bug
TCK-1107,2026-04-08,BrightCart,Mid-Market,Growth,$100K-$250K,High,Closed,Slack Connect,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The customer says the issue is slowing a planned rollout. Account: BrightCart.,Analytics,Negative,2,2.2,56.5,product_bug
TCK-1108,2026-04-30,Evergreen Health,Enterprise,Enterprise,$250K-$500K,Medium,Closed,Portal,SSO login fails for new admin role,A newly added admin cannot log in through SSO. The role mapping and permissions are unclear in the setup guide. The account team says this is visible to executive stakeholders. Account: Evergreen Health.,Security,Neutral,3,0.8,80.3,bot_solvable
TCK-1109,2026-03-06,Summit Legal,Mid-Market,Pro,$50K-$100K,Low,Closed,Email,Request for custom approval templates,Customer asks for reusable workflow templates by department and says this is blocking broader rollout. The customer says the issue is slowing a planned rollout. Account: Summit Legal.,Product,Positive,4,9.0,81.0,feature_request
TCK-1110,2026-04-02,LumaHR,Mid-Market,Pro,$50K-$100K,Medium,Escalated,Slack Connect,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The customer says the issue is slowing a planned rollout. Account: LumaHR.,Billing,Neutral,3,0.4,70.5,bot_solvable
TCK-1111,2026-01-13,Evergreen Health,Enterprise,Enterprise,$250K-$500K,Medium,Closed,Portal,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The account team says this is visible to executive stakeholders. Account: Evergreen Health.,Analytics,Neutral,3,7.0,27.9,product_bug
TCK-1112,2026-03-06,LumaHR,Mid-Market,Pro,$50K-$100K,Low,Closed,Email,SSO login fails for new admin role,A newly added admin cannot log in through SSO. The role mapping and permissions are unclear in the setup guide. The customer says the issue is slowing a planned rollout. Account: LumaHR.,Security,Positive,4,5.7,81.8,bot_solvable
TCK-1113,2026-01-09,Evergreen Health,Enterprise,Enterprise,$250K-$500K,Low,In Progress,Slack Connect,Setup documentation is confusing for first workspace,Customer says the onboarding guide skips required setup steps and does not explain the workspace approval flow. The account team says this is visible to executive stakeholders. Account: Evergreen Health.,Onboarding,Positive,4,1.0,27.2,bot_solvable
TCK-1114,2026-05-19,BrightCart,Mid-Market,Growth,$100K-$250K,High,Closed,Slack Connect,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The customer says the issue is slowing a planned rollout. Account: BrightCart.,Core Platform,Negative,2,7.5,30.6,product_bug
TCK-1115,2026-03-28,Evergreen Health,Enterprise,Enterprise,$250K-$500K,Medium,Closed,Slack Connect,Setup documentation is confusing for first workspace,Customer says the onboarding guide skips required setup steps and does not explain the workspace approval flow. The account team says this is visible to executive stakeholders. Account: Evergreen Health.,Onboarding,Negative,2,1.4,82.7,bot_solvable
TCK-1116,2026-04-12,OrbitOps,Mid-Market,Growth,$100K-$250K,High,In Progress,Portal,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The customer says the issue is slowing a planned rollout. Account: OrbitOps.,Billing,Very Negative,1,4.2,61.4,bot_solvable
TCK-1117,2026-04-06,Finchly,SMB,Starter,<$25K,High,Closed,Portal,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The admin needs a fast answer because they do not have dedicated ops support. Account: Finchly.,Billing,Neutral,3,0.4,74.9,bot_solvable
TCK-1118,2026-01-17,Finchly,SMB,Starter,<$25K,Medium,Closed,Email,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The admin needs a fast answer because they do not have dedicated ops support. Account: Finchly.,Core Platform,Neutral,3,5.9,17.5,product_bug
TCK-1119,2026-05-07,Northstar Analytics,Enterprise,Enterprise,$500K+,Critical,Open,Slack Connect,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The account team says this is visible to executive stakeholders. Account: Northstar Analytics.,Core Platform,Very Negative,1,3.6,36.0,product_bug
TCK-1120,2026-02-09,Finchly,SMB,Starter,<$25K,Low,Closed,Portal,Setup documentation is confusing for first workspace,Customer says the onboarding guide skips required setup steps and does not explain the workspace approval flow. The admin needs a fast answer because they do not have dedicated ops support. Account: Finchly.,Onboarding,Positive,5,5.6,84.6,bot_solvable
TCK-1121,2026-02-25,Northstar Analytics,Enterprise,Enterprise,$500K+,Medium,Closed,Portal,SSO login fails for new admin role,A newly added admin cannot log in through SSO. The role mapping and permissions are unclear in the setup guide. The account team says this is visible to executive stakeholders. Account: Northstar Analytics.,Security,Neutral,3,7.7,17.8,bot_solvable
